bns_list,ipc_list,,
162,134,,
163,135,,
164,136,,
165,137,,
166,138,,
167,139,,
168,140,,
169,171A,,
170,171B,,
171,171C,,
172,171D,,
173,171E,,
174,171F,,
175,171G,,
176,171H,,
177,171,,
178,231,,
178(1),Explanation to 489A,,
178(2),230,,
178(3),Explanation to 255,,
178(4),Explanation to 231,,
178(5),"246, 248",,
179,"237, 238, 239, 240, 241, 250, 251, 254, 258, 260, 489B",,
180,"242, 243, 252, 253, 259, 489C",,
181,"233, 234, 235, 256, 257, 489D",,
Deleted,236,,
182,489E,,
183,261,,
184,262,,
185,263,,
186,263A,,
187,244,,
188,245,,
189(1),141,,
189(2),143,,
189(3),145,,
189(4),144,,
189(5),151,,
189(6),150,,
189(7),157,,
189(8),158,,
189(9),158,,
190,149,,
191(1),146,,
191(2),147,,
191(3),148,,
192,153,['153. Wantonly giving provocation with intent to cause riot—if rioting be committed, if not committed.']
193(1),154,,
193(2),155,,
193(3),156,,
194(1),159,,
194(2),160,,
195,152,,
196,153A,,
Deleted,153A,,
197,153B,,
198,166,,
199,166A,,
200,166B,,
201,167,,
202,168,,
203,169,,
204,170,,
205,171,,
206,172,,
207,173,,
208,174,,
209,174A,,
210,175,,
211,176,,
212,177,,
213,178,,
214,179,,
215,180,,
216,181,,
217,182,,
218,183,,
219,184,,
220,185,,
221,186,,
222,187,,
223,188,,
224,189,,
225,190,,
226,New Section,,
227,191,,
228,192,,
229,193,,
230,194,,
231,195,,
232,195A,,
233,196,,
234,197,,
235,198,,
236,199,,
237,200,,
238,201,,
239,202,,
240,203,,
241,204,,
242,205,,
243,206,,
244,207,,
245,208,,
246,209,,
247,210,,
178,211,,
249,212,,
250,213,,
251,214,,
252,215,,
253,216,,
254,216A,,
255,217,,
256,218,,
257,219,,
258,220,,
259,221,,
260,222,,
261,223,,
262,224,,
263,225,,
264,225A,,
265,225B,,
266,227,,
267,228,,
268,229,,
269,229A,,
Deleted,264,,
Deleted,265,,
Deleted,266,,
Deleted,267,,
270,268,,
271,269,,
272,270,,
273,271,,
274,272,,
275,273,,
276,274,,
277,275,,
278,276,,
279,277,,
280,278,,
281,279,,
282,280,,
283,281,,
284,282,,
285,283,,
286,284,,
287,285,,
288,286,,
289,287,,
290,288,,
291,289,,
292,290,,
293,291,,
294,292,,
295,293,,
296,294,,
297,294A,,
298,295,,
299,295A,,
300,296,,
301,297,,
302,298,,
303(1),378,,
303(2),379,,
304,New Section,,
305,380,,
306,381,,
307,382,,
308(1),383,,
308(2),384,,
308(3),385,,
308(4),387,,
308(5),386,,
308(6),389,,
308(7),388,,
309(1)(2)(3),390,,
309(4),392,,
309(5),393,,
309(6),394,,
310(1),391,,
310(2),395,,
310(3),396,,
310(4),399,,
310(5),402,,
310(6),400,,
311,397,,
312,398,,
313,401,,
314,403,,
315,404,,
316(1),405,,
316(2),406,,
316(3),407,,
316(4),408,,
316(5),409,,
317(1),410,,
317(2),411,,
317(3),412,,
317(4),413,,
317(5),414,,
318(1),415,,
318(2),417,,
318(3),418,,
318(4),420,,
319(1),416,,
319(2),419,,
320,421,,
321,422,,
322,423,,
323,424,,
324(1),425,,
324(2),426,,
324(3),New Sub-Section,,
324(4),427,,
324(5),New Sub-Section,,
324(6),440,,
325,428,,
326(a),430,,
326(b),431,,
326(c),432,,
326(d),433,,
326(e),434,,
326(f),435,,
326(g),436,,
327(1),437,,
327(2),438,,
328,439,,
329(1),441,,
329(2),442,,
329(3),447,,
329(4),448,,
330(1),443,,
Deleted,444,,
330(2),445,,
Deleted,446,,
331(1),453,,
331(2),456,,
331(3),454,,
331(4),457,,
331(5),455,,
331(6),458,,
331(7),459,,
331(8),460,,
332(a),449,,
332(b),450,,
332(c),451,,
333,452,,
334(1),461,,
334(2),462,,
335,464,,
336(1),463,,
336(2),465,,
336(3),468,,
336(4),469,,
337,466,,
338,467,,
339,474,,
340(1),470,,
340(2),471,,
341(1),472,,
341(2),473,,
341(3),New Sub-Section,,
341(4),New Sub-Section,,
342(1),475,,
342(2),476,,
343,477,,
344,477A,,
345(1),479,,
345(2),481,,
345(3),482,,
346,489,,
347(1),483,,
347(2),484,,
348,485,,
349,486,,
350(1),487,,
350(2),488,,
351(1),503,,
351(2),506,,
351(4),507,,
352,504,,
353,505,,
354,508,,
355,510,,
356(1),499,,
356(2),500,,
356(3),501,,
356(4),502,,
357,491,,
358,New Section,,
